reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,sortOrder,appId
f01b476d-9598-43e2-9319-3399fcdef39c,H T,https://play-lh.googleusercontent.com/a/ACg8ocJqpph7vPIoJ15bw1KpJiIU5NuuwDU7pdJi9SfX4G3fHisRUMw=mo,"A total mess. The app has way to many issues to be a cloud. It's super slow, and I mean super slow in terms of uploading, downloading, loading thumbnails, refreshing folders, and everything in that matter. No matter your connection speed, and the Storage type you use, whether it'd be a SSD or whatever you name it. Last words, this is not a platform to be used as a cloud storage for anyone or any purpose, maybe it can be a good one for online collaboration but it's way too far from clouding.",1,13,3.13.1,,,most_relevant,com.nextcloud.client
45b69974-bdaa-4a34-8ccf-eeda80527b10,Romulo Olonan,https://play-lh.googleusercontent.com/a-/ALV-UjUd1u36FrfrnmZn_lmNLFke-Mzg2UAjGNtDTFu0w0tex2fodsk,It is not user's friendly. Lack for other feature like the page for profile editing,1,1,3.27.0,,,most_relevant,com.nextcloud.client
d91da78c-12f3-4f77-9968-7aa319871fdc,Catalin Enache,https://play-lh.googleusercontent.com/a/ACg8ocLDja6PJnyN6ceEqJbuRYbHNzFjvXY3xqh_xG3Jt1BwPq5FUA=mo,"Lots of issues if you reinstall client+ server. Files no longer sync properly. Some folders only sync on wifi although setup to always sync. Too bad, I wanted to replace onedrive. Update one year later: the app crashes on large number of photos from camera upload. Sorry, back to Onedrive, Microsoft, take my money please!!!",1,0,3.19.0,,,most_relevant,com.nextcloud.client
fb7d30e3-d49c-4a43-b708-ac28683e23e0,Caleb McKay,https://play-lh.googleusercontent.com/a/ACg8ocIIfyH41eL5EiaxRAW11E83Qcr8QNPL5jufLUTtQez1ftaWFMIL=mo,"Completely unreliable. Evaluated for personal use considering deploying for business. But auto uploads is completely broken, not just on ios but android as well. And developers just don't seem to care. Such a shame there isn't a good open source program for simple photo syncing. This certainly is not it.",1,4,3.24.1,,,most_relevant,com.nextcloud.client
16fae44f-3cfd-4d9c-a191-353f6f97b9cd,Nakul Khairnar,https://play-lh.googleusercontent.com/a-/ALV-UjVURd-vNRSTynO93c2M75GrS3po9ZtVyicUmes0VX5qXNnKCJspEQ,"Have tried almost 100% of all solutions, but the app doesn't upload video from Android Phone!",1,0,3.27.0,,,most_relevant,com.nextcloud.client
acc774b7-7726-4e9f-8d0b-73a0f765bc65,Mihai Enache,https://play-lh.googleusercontent.com/a-/ALV-UjWmht05_iRvoq9EFJBKjauruIJyzDTmWVfDrgXZ-5oVy2mNeQyR,"The app itself is fine. I had to uninstall it because it would NOT let me uninstall any app from my phone, not even from settings (phone would say it was (uninstalled ""succesfully"" , then it would appear again. After I got rid of nextcloud, it worked well) , AND it accessed the gallery without my permission, also making me paranoid of it being shared on the server without my permission for my whole group to see, which would be a huge privacy invasion for me. Never using it again. 0/10",1,1,,,,most_relevant,com.nextcloud.client
8ba7609c-a64c-4ac3-ad79-3256aaecd9c4,James Muirhead,https://play-lh.googleusercontent.com/a-/ALV-UjVntvp5vcggIDFIr-JGSxjC-spZGVcRydz-IbdQmWISPu05WRo,"Auto Upload of photos doesn't work. It continuously tried to upload the same files over and over again. As a result I keep getting conflict notifications with the same photo, with same filename, date and size! And when you turn auto Upload off it keeps doing it!",1,0,,,,most_relevant,com.nextcloud.client
2062b298-c0c2-44af-9b26-51995e118319,CK Yang,https://play-lh.googleusercontent.com/a/ACg8ocLGf8Ap5gZTZC7oVHB3JQQ0pxOfyPbMgnB-t-OtRZI2sT89Ww=mo,"Client won't upload photos, sync is all over the place, tried everything, Googled all over and seems like I'm not the only one, is android really that much harder? Your windows desktop client is perfect.",1,0,3.18.1,,,most_relevant,com.nextcloud.client
d4e6f3ad-1a23-44e6-b816-126a766c930e,Ryan Kuchenmeister,https://play-lh.googleusercontent.com/a-/ALV-UjVcSDcepkZf5UEJvVFEyrHOv0VCH157LPXdU_q3-IIeXdpZ1MfTnQ,"Something changed recently because now I get sync conflict errors for basically every picture that gets uploaded. The files are uploaded just fine, but the app always needs me to choose the local version or the server version (the are the same picture)",1,6,3.26.0,,,most_relevant,com.nextcloud.client
6c4e53e2-6b43-45d5-9f45-2c018e6c3438,Станислав Калашник,https://play-lh.googleusercontent.com/a-/ALV-UjV1N-BOvE2Rua9bEFow8XeQ1AfPRwmnk-SUuFOQKlBn9E_-4p96,"Backend works just terribly slow. Fresh install and 10-13 seconds to show a couple of empty dirs!? 5 with cache?! Really!? I don't have 8 or 16 cores and terabytes of memory just a simple rather old server. Please don't advise me to buy a new one. Other 10 docker containers work just fine. node-red, pihole, home-assistant, grafana, portainer ... they somehow manage to work blazingly fast (no more than 1 second). So it's not hardware it's your software. Something is really wrong with its architecture.",1,6,3.14.1,,,most_relevant,com.nextcloud.client
c8afe3ed-90b8-42b0-8a39-3fcc807bf18e,That “Thatguuyyyyy” Guy,https://play-lh.googleusercontent.com/a-/ALV-UjXRUZaTs3kXGSR3cEFZFu558z9uctenYG8QjISKX7ImZlPW9H4-,"A buggy mess, just like the server. Shame to see this amazing project dying. Reply: I have opened several already. You simply don't test enough before release. Continuously opening bug reports is not something I want to bother with. The particular issue I'm having is about ""waiting for upload"" there's at least one, unsolved bugreport of this, opened in 2022. We can argue pointlessly, just go check the reviews for this product. Even the 5 start review mentions a handful amount of bugs. Cheers.",1,3,3.23.1,"Update: seeing thousand of servers running fine indicates that it is working for majority. It does not mean that you did not found valuable/existing bugs. With your ""Thatguuyyyyy"" user handle I did not found any issue.",2/2/2023 18:44,most_relevant,com.nextcloud.client
66bfd4fa-bd6b-44a5-8f3d-03d22f23e18c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Does not support real syncronization of folders. I'd consider this a core feature, but with this app there is no way to automatically link a local and remote folder, whose contents will then be kept the same. Only automatic upload of new files to a remote folder.",1,2,3.8.1,,,most_relevant,com.nextcloud.client
59a7a87a-218b-4480-88d5-0683a61e014d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App is draining all of my battery because it seems to loop all day long. Temporarily enabled auto upload over cellular. Now I disabled this option again but Nextcloud continues to upload data over cellular. Sometimes it's not even properly auto-uploading my pictures. Phone: Samsung S9 Worst app I ever used.,1,3,3.9.2,,,most_relevant,com.nextcloud.client
3c3377f6-a51d-4b18-bf8b-2bb8e54b2a27,Ilia Tsvetkov,https://play-lh.googleusercontent.com/a/ACg8ocJvBkSpHMQMZwJ_4cJJFcHYAyrNVhMIMJhq2fNljGRSDqNKFA=mo,"The app is really bad: crashes, unreliable work. You never know if all the files were synced. Very often auto upload doesn't work with no explanation of what's going on. Incredible how is it possible to built such an unstable app?",1,2,3.21.2,,,most_relevant,com.nextcloud.client
